England and Wales Code,England and Wales,Tenure of household (5 categories) Code,Tenure of household (5 categories),Household size (5 categories) Code,Household size (5 categories),Household composition (15 categories) Code,Household composition (15 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,6,L12: Semi-routine occupations,40507
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,7,L13: Routine occupations,63155
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,21641
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,9,L15: Full-time students,3689
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1720
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",5124
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,3,L7: Intermediate occupations,3139
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,4,L8 and L9: Small employers and own account workers,6194
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,5,L10 and L11: Lower supervisory and technical occupations,4751
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,6,L12: Semi-routine occupations,7670
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,7,L13: Routine occupations,12653
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,8,L14.1 and L14.2: Never worked and long-term unemployed,5648
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,9,L15: Full-time students,123
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,7,L13: Routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",5715
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",17319
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,3,L7: Intermediate occupations,11274
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,4,L8 and L9: Small employers and own account workers,26675
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,5,L10 and L11: Lower supervisory and technical occupations,18048
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,6,L12: Semi-routine occupations,26587
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,7,L13: Routine occupations,43056
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,15431
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,9,L15: Full-time students,1312
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",418
