England and Wales Code,England and Wales,Household size (5 categories) Code,Household size (5 categories),Car or van availability (5 categories) Code,Car or van availability (5 categories),Tenure of household (5 categories) Code,Tenure of household (5 categories),Household composition (15 categories) Code,Household composition (15 categories),Observation
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,923
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,13,Other household types: With dependent children,38100
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",10187
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,3
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,190022
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,7154
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,65273
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,1162
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,50513
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,1272
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,1789
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,13,Other household types: With dependent children,53384
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",43699
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,13,Other household types: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,0,Owned: Owns outright,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,2,2 cars or vans in household,0,Owned: Owns outright,2,One-person household: Other,0
